2019-10-22 06:04:18,Beredar video lama yang memperlihatkan seorang santri menyebut Prabowo sebagai salah satu menteri Presiden Jokowi 
2019-10-22 06:04:13,"Suharso Monoarfa dan Basuki Hadimuljono merapat ke Istana
KabinetKerjaSemangatBaru 
kabinetjokowi "
2019-10-22 06:03:57,Dua hari standby depan TV Nonton siapa saja tokoh yang diajakin di kabinet Dua hari ini juga nungguin bu susi tp 
2019-10-22 06:03:18,"Sama Istri aja yg Enak
Sama Lawan politik kayaknya Rakus

kabinetjokowi 
PresidenAlamGaib "
2019-10-22 06:01:02,Makassar KabinetJokowi NurrdinAbdullah SYL Menghadap Jokowi NA Kita Doakan Beliau Dapat Amanah 
2019-10-22 05:54:47,detikcom Bu Susi mana Bu Susi woyyyy  kabinetjokowi
2019-10-22 05:50:05,BREAKING NEWS Suharso Monoarfa diminta untuk menyiapkan sebuah roadmap untuk dipresentasikan dalam Sidang Kabinet 
2019-10-22 05:44:37,"Saya sudah pakai baju putih celana hitam Tidak ke istana tapi ke hatimu 
kabinetjokowi "
2019-10-22 05:42:46,Pengen jadi Menteri keren aja gitu pake baju putih sama celana hitam bahan kalo gue sih celana hitam pendek pake 
2019-10-22 05:41:03,Kemaren pada ribut ribut sebelum pemilihan klaim sana sinj pas udah di lantik malah masuk dalam kabinet Piyee to kabinetjokowi
2019-10-22 05:40:50,BREAKING NEWS Siti Nurbaya diingatkan untuk defisit neraca perdagangan dan lapangan pekerjaan Diskusi dengan Pres 
2019-10-22 05:40:15,Airlangga Hartanto Pratikno Fadjroel Rachman dan Nico Harjanto juga diundang ke Istana Posisi apa yang disiapkan 
2019-10-22 05:30:46,Pengen banget ngerti isi kabinet  gak sabar otak ini pengen nebak2 berhadiah  kepo kabinetjokowi OposisiBukanBuzzer 
2019-10-22 05:26:08,Yang muda yang Berprestasi Yang Muda yang Unggul yang muda yang inspiratif NadiemMakarim kabinetjokowi 
2019-10-22 05:25:11,Melihat keputusan Jokowi mengenai kabinetjokowi dapat disimpulkan bahwa Jokowi adalah orang yang berhati besar
2019-10-22 05:24:36,"SriMulyani 
KabinetJokowi
Presiden meminta saya menyampaikan ke media beliau menugaskan saya tetap menjadi ment "
